name                             component                               version
e5d1243647e28af34a9ba3b0c7e14863 opensearch-anomaly-detection            x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-asynchronous-search          x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-cross-cluster                2.19.0
e5d1243647e28af34a9ba3b0c7e14863 opensearch-cross-cluster-replication    x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-custom-codecs                x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-flow-framework               x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-geospatial                   x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-index-management             x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-job-scheduler                x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-knn                          x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-ltr                          x.x.x.x-SNAPSHOT
e5d1243647e28af34a9ba3b0c7e14863 opensearch-ml                           x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-neural-search                x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-notifications                x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-notifications-core           x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-observability                x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-reports-scheduler            x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-security                     x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-security-analytics           x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-skills                       x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-sql                          x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 opensearch-system-templates             x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 performance-analyzer                    x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 query-insights                          x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 repository-s3                           2.19.0
e5d1243647e28af34a9ba3b0c7e14863 sifi-remediation-plugin                 x.x.x.x
e5d1243647e28af34a9ba3b0c7e14863 telemetry-otel                          2.19.0
e5d1243647e28af34a9ba3b0c7e14863 workload-management                     2.19.0
